id,source,target
13924,Die Gefangenen wurden nun nicht mehr nach dem Waré-Atoua zurück geführt.,De gevangenen werden niet naar het heilige huis teruggebragt.
13925,Sie mußten an diesem Tage dem Begräbnisse des Häuptlings und den begleitenden blutigen Auftritten beiwohnen.,"Zij moesten dien dag tegenwoordig zijn bij de lijkplegtigheden van het opperhoofd en bij de bloedige tooneelen, die daarmede gepaard gaan."
13926,Eine Anzahl Eingeborener geleitete sie bis zum Fuße eines ungeheuren Koudi.,"Een troep inlanders voerde hen eenige schreden verder naar den voet van een ontzaggelijken ""koedi."""
13927,"Dort blieben Wachen bei ihnen, die sie nicht aus den Augen verloren.","Daar bleven hun bewakers bij hen, zonder hen uit het oog te verliezen."
13928,Der ganze übrige Maoristamm schien sie über seinem officiellen Schmerze vergessen zu haben.,"De overige Maori's schenen hen vergeten te hebben, zoo verdiept waren ze in hun verpligte smart."
13929,Die vorschriftsmäßigen drei Tage seit Kara-Tété's Tode waren vorüber.,De drie bij de wet voorgeschreven dagen waren na den dood van Kara-Tete verloopen.
13930,Die Seele des Verblichenen mußte also ihre sterbliche Hülle nun verlassen haben.,De ziel des overledenen had dus voor altijd diens stoffelijk overschot verlaten.
13931,Die Ceremonie begann.,De plegtigheid begon.
13932,"Die Angehörigen und Freunde näherten sich dem Fuße des Hügels, und mit einem Schlage, so, als ob ein Capellmeister das Zeichen zu einer Trauermusik gegeben hätte, erfüllte ein Monstre-Concert von Weinen, Seufzen und Schluchzen die Lüfte.",Het lijk werd op een heuveltje gebragt in het midden van de vesting. Het was in een prachtige kleeding gedoscht en in een sierlijke mat van vlas gewikkeld.
13933,"In klagendem, schleppendem Rhythmus beweinte man den Entseelten.","Om zijn met vederen versierd hoofd was een krans van groene bladeren geslingerd. Aan zijn gelaat, zijn armen en zijn borst, die met olie waren ingewreven, was geen teeken van bederf te zien."
13934,"Die nächsten Angehörigen schlugen den Kopf gegen die Erde. Die weiblichen Verwandten zerrissen sich mit den Nägeln das Gesicht, das mehr von Blut, als von Thränen überströmt war.","De bloedverwanten en vrienden traden tot aan den voet van het heuveltje, en, als had een orkestmeester de maat van een lijkzang geslagen, terstond steeg een ontzaggelijk concert van weenen, kermen en zuchten omhoog. De overledene werd beweend op de maat van een klagend en langzaam lied."
13935,Die unglücklichen Frauen erfüllten gewissenhaft diese barbarische Pflicht.,Zijn nabestaanden sloegen zich voor het hoofd; de vrouwelijke bloedverwanten reten haar gelaat met haar vingers open en toonden zich kwistiger met bloed dan met tranen.
13936,"Doch damit war für die Ruhe der Seele des Verstorbenen noch nicht genug geschehen, deren Zorn den ganzen Stamm unfehlbar getroffen hätte, und da seine Krieger ihn nicht in's Leben zurückzurufen vermochten, so thaten sie doch Alles, um ihn in jener Welt die Freuden des Erdenlebens nicht vermissen zu lassen.","Die ongelukkigen volbragten stipt dezen ruwen pligt. Maar al die rouw was nog niet voldoende om de ziel des overledenen te bevredigen, wiens gramschap zonder twijfel de overlevenden van zijn stam zou getroffen hebben, en zijn krijgslieden wilden niet, al konden zij hem niet in het leven terugroepen, dat hij in de andere wereld de genoegens van het aardsche leven missen zou."
13937,Das Weib Kara-Tété's durfte ihn auch im Grabe nicht verlassen.,Dus mogt de echtgenoote van Kara-Tete haar man ook in het graf niet verlaten.
13938,"Uebrigens hätte die Unglückliche auch darauf verzichtet, ihn zu überleben.",De ongelukkige zou toch geweigerd hebben hem te overleven.
13939,"In Uebereinstimmung mit der Pflicht war das die geläufige Sitte, und Beispiele ähnlicher Aufopferung sind in der Geschichte Neu-Seelands nicht selten.","Dat was gewoonte en pligt, en de voorbeelden van zulke opofferingen zijn niet schaarsch in de zeelandsche geschiedenis."
13940,Diese Frau trat vor.,Die vrouw verscheen.
13941,Sie war noch jung.,Zij was nog jong.
13942,Die Haare umflatterten unordentlich ihre Schultern.,Heur haren golfden wanordelijk over haar schouders.
13943,Ihr Schluchzen und Wehgeschrei stieg zum Himmel.,Haar snikken en kreten stegen omhoog.
13944,"Unverständliche Worte, Jammern und abgebrochene Sätze, in denen sie die Tugenden des Todten pries, mischten sich unter ihre Seufzer, und im höchsten Ausbruch des Schmerzes warf sie sich am Fuße der Erhöhung hin und schlug den Boden mit dem Kopfe.","Onzamenhangende woorden, jammerklagten, afgebroken volzinnen, waarin zij de deugden van den overledene prees, braken haar snikken af, en in haar vreeselijke smart viel zij aan den voet van het heuveltje neer en sloeg met haar hoofd op den grond."
13945,Jetzt näherte sich ihr Kai-Koumou.,Nu naderde haar Kai-Koemoe.
13946,"Plötzlich erhob sich das bedauernswerthe Opfer. Doch ein Schlag mit dem »Mere«, einer Art furchtbarer Keule, welche die Hand des Häuptlings schwang, streckte sie nieder.","Plotseling vloog het rampzalige slagtoffer weer op; maar een geweldige slag met den ""mere,"" een soort van vreeselijke knods, die het opperhoofd zwaaide, velde haar ter neder."
13947,"Wie vom Blitz getroffen, brach sie zusammen.","Zij viel, als door den bliksem getroffen."
13948,Sofort erhob sich ein furchtbares Geheul.,Terstond gingen er ontzettende kreten op.
13949,Hundert Arme erhoben sich drohend gegen die über das schreckliche Schauspiel bestürzten Gefangenen.,"Honderd armen bedreigden de gevangenen, die doodelijk ontsteld waren van dat ijselijk tooneel."
13950,Doch Keiner wich von seiner Stelle. Die Leichenfeier war noch nicht zu Ende.,Maar niemand roerde zich; want de lijkplegtigheid was nog niet afgeloopen.
13951,Kara-Tété's Weib hatte sich im Tode mit ihrem Gatten vereint.,De vrouw van Kara-Tete was met haar gemaal in den dood vereenigd.
13952,Die beiden Körper lagen ausgestreckt neben einander.,De beide ligchamen lagen naast elkander.
13953,Für das ewige Leben aber war dem Verblichenen die Gattin nicht genug.,Maar voor het eeuwige leven had die overledene nog niet genoeg aan zijn trouwe gade.
13954,"Wer würde bei Nouï-Atoua Beide bedient haben, wenn ihre Sklaven ihnen nicht in die andere Welt nachfolgten?","Wie zou hen beiden bij Noeï-Atoea bediend hebben, wanneer hun slaven hen niet uit deze wereld in de andere gevolgd waren?"
13955,Da wurden sechs Unglückliche vor die Leiche ihres Herrn geschleppt.,Zes ongelukkigen werden bij de lijken hunner meesters gebragt.
13956,"Es waren die Diener, welche nach unerbittlichem Kriegsrecht in Sklaverei gefallen waren.","Het waren dienstboden, die de onmeedoogende krijgswetten tot slavernij hadden gedoemd."
13957,"Zu Lebzeiten des Häuptlings hatten sie die härtesten Entbehrungen zu tragen, erlitten tausendmal die schlechteste Behandlung, wurden kaum ernährt, zu den Arbeiten von Lastthieren verdammt und nun mußten sie, nach dem Glauben der Maoris, auch für ewige Zeit in diesem Dienstverhältnisse bleiben.","Tijdens het leven van het opperhoofd hadden zij de hardste ontberingen uitgestaan, duizend mishandelingen ondergaan, waren slecht gevoed, hadden onophoudelijk als lastdieren gewerkt, en zouden nu, volgens het geloof der Maori's, in de eeuwigheid dat slavenleven voortzetten."
13958,Die Elenden schienen ergeben in ihr Loos.,Die ongelukkigen schenen in hun lot te berusten.
13959,Sie erschraken nicht über ihr lange vorhergesehenes Opfer.,"Zij verwonderden zich niet over een opoffering, die ze reeds lang voorzien hadden."
13960,"Ihre Hände ohne Fesseln bewiesen, daß sie ohne Widerstand in den Tod gehen würden.","Hun ongeboeide handen bewezen, dat ze zich zonder verzet zouden laten slagten."
13961,"Uebrigens war das ein schneller, der ihnen lange Qualen ersparte.","Die dood was dan ook kort, en voor een lang lijden bleven ze bewaard."
13962,"Diese behielt man sich für die Urheber des Mordes vor, welche, in zwanzig Schritt Entfernung stehend, die Augen von diesem scheußlichen Schauspiel, dem noch gräßlichere Scenen folgen sollten, abwandten.","De martelingen werden bespaard voor de bewerkers van den moord, die twintig schreden verder bij elkander stonden en de oogen afwendden van dat akelig schouwspel, dat nog ontzettender zou worden."
13963,Sechs Schläge mit dem Mere aus den Händen von sechs kräftigen Kriegern streckten die Opfer inmitten einer Blutlache zu Boden.,"Zes knodsslagen, toegebragt door de hand van zes gespierde krijgslieden, strekten de slagtoffers in een zee van bloed op den grond uit."
13964,Hiermit war das Zeichen zu den schrecklichsten Scenen von Cannibalismus gegeben.,Dat was het sein tot een vreeselijk tooneel van kannibalisme.
13965,Der Leichnam von Sklaven ist nicht wie der der Herren durch den Tabou geschützt.,"Het ligchaam der slaven wordt niet door het taboe beschermd, zooals het lijk van den meester. Het behoort aan den stam."
13966,"Er gehört dem Stamme, eine den Klageleuten hingeworfene Scheidemünze.","Het is het kleine geld, dat aan de huilers bij de lijkplegtigheden wordt toegeworpen."
13967,"Sobald also das Opfer gebracht war, fiel die ganze Masse der Eingeborenen, Häuptlinge, Krieger, Greise, Weiber und Kinder, ohne Unterschied des Alters und Geschlechtes, mit thierischer Wuth über die entseelten Reste der Erschlagenen her.","Zoodra het offer volbragt was, vielen dan ook al de inlanders, opperhoofden, krijgslieden, grijsaards, vrouwen, kinderen, zonder onderscheid van leeftijd of kunne, door dezelfde dierlijke woede aangegrepen, op de levenlooze overblijfselen der slagtoffers aan."
13968,"Schneller, als die Feder es beschreiben kann, wurden die noch dampfenden Körper zerrissen, getheilt, ausgeweidet, und nicht in Stücken, nein, in einzelne Bissen, zertheilt.","In minder tijd dan een vlugge pen het zou kunnen schetsen, werden de nog rookende ligchamen vaneengereten, verscheurd en verdeeld, niet aan stukken maar aan kruimels."
13969,Von zweihundert anwesenden Maoris mußte Jeder seinen Theil Menschenfleisch haben.,"Elk van de twee honderd Maori's, die het offer bijwoonden, kreeg zijn deel van dat menschenvleesch."
13970,"Man stritt, kämpfte und schlug sich um den geringsten Fetzen.","Men worstelde, men vocht, men betwistte elkaar het kleinste lapje."
13971,"Rothe Tropfen bespritzten die scheußlichen Theilnehmer dieser Mahlzeit, und die ganze kämpfende Horde watete in einem Regen von Blut.",De warme bloeddroppels bespatten die monsterachtige gasten en die geheele terugstootende horde krielde onder een rooden regen door elkander.
13972,Es war der Wahnsinn und die Wuth beutegieriger Tiger.,Het was de waanzin en woede van naar hun prooi dorstende tijgers.
13973,"Man hätte einen Circus zu sehen geglaubt, in welchem die wilden Thiere ihr Futter vertilgen.","Men zou gezegd hebben, dat het een diergaarde was, waar de roofdieren het hun toegeworpen vleesch verslonden."
13974,"Dann wurden zwanzig Feuer an verschiedenen Stellen des Pah entzündet; der Geruch verbrannten Fleisches verbreitete sich in der Luft, und wäre nicht der Höllenlärm dieses Festes und das Geschrei gewesen, welches die vollgestopften Kehlen von sich gaben, so hätten die Gefangenen das Knacken der Knochen ihrer Opfer unter den Zähnen der Cannibalen hören müssen.","Daarop werden er op twintig plaatsen binnen den wal vuren aangelegd; de stank van het verbrande vleesch verpestte den dampkring, en zonder de vreeselijke opschudding bij dat feestmaal, zonder de kreten, die nog voortkwamen uit die met vleesch volgestopte kelen, hadden de gevangenen de beenderen der slagtoflers kunnen hooren kraken tusschen de tanden der menscheneters."
13975,Glenarvan und seine Genossen suchten die Schauerscene den Augen der beiden Frauen zu entziehen.,Doodelijk ontsteld deden Glenarvan en de zijnen nog hun best om dit afschuwelijk tooneel aan de oogen der twee arme vrouwen te onttrekken.
13976,"Sie wußten nun, welche Strafe sie andern Tags erwartete und welch' grausame Qualen ihnen zweifelsohne vor ihrem Tode bevorständen.","Zij begrepen nu welke straf hen den volgenden morgen bij zonsopgang wachtte, en door welke vreeselijke martelingen zulk een dood stellig zou worden voorafgegaan."
13977,Alle waren vor Schrecken stumm.,De schrik benam hun de spraak.
13978,Alsbald begannen die Todtentänze.,Daarop begonnen de doodendansen.
13979,"Starke Liqueure, Extracte von »Piper excelsum«, wahrer Pfeffergeist, erhöhten die Trunkenheit der Wilden, an denen nichts Menschliches mehr war.","Sterke dranken, getrokken uit den ""piper excelsum,"" echten geest van spaansche peper, verhoogden nog de dronkenschap der wilden."
13980,"Vielleicht auch würden sie sich, des Tabou des Häuptlings uneingedenk, zuletzt an den Gefangenen, die vor dem Wahnsinn Jener schauderten, vergreifen?","Zij hadden niets menschelijks meer. Zouden zij niet welligt het taboe van het opperhoofd vergeten en de handen slaan aan de gevangenen, die hun waanzin beangstigde?"
13981,Kai-Koumou hatte indeß mitten in dieser allgemeinen Trunkenheit seine Vernunft bewahrt.,Maar Kai-Koemoe had zijn verstand behouden bij die algemeene dronkenschap.
13982,"Eine Stunde gewährte er für diese blutige Orgie, während der sie zunahm, dann nachließ, bis sich der letzte Act der Leichenfeier unter den gewohnten Ceremonien vollzog.","Hij stond een uur toe voor die slemppartij van bloed, opdat ze haar hoogsten trap bereiken en dan voldaan zou zijn, en het laatste bedrijf der uitvaart werd met de gewone plegtigheden afgespeeld."
13983,Die Leichname Kara-Tété's und seiner Frau wurden aufgenommen und die Gliedmaßen nach neuseeländischer Sitte gebeugt gegen den Rumpf gebunden.,"De lijken van Kara-Tete en diens vrouw werden opgenomen, de ledematen gebogen en tegen den buik gedrukt, volgens de gewoonte der Zeelanders."
13984,"Nun galt es nur noch, sie zu beerdigen, was aber nur vorläufig geschah, bis einst die Erde, nachdem das Fleisch verwest ist, nur die Gebeine empfängt.","Nu moesten ze begraven worden, wel niet voor goed, maar tot de aarde het vleesch verteerd had en alleen het gebeente bevatten zou."
13985,"Die Stelle des »Oudoupa«, d.h. des Grabes, war gegen zwei Meilen von der Umzäunung, am Gipfel eines kleinen Berges, Namens Maunganamu, der am rechten Ufer des Sees lag, ausgewählt.","De plaats voor het Oedoe-Pa, dat wil zeggen het graf, was reeds gekozen omtrent twee mijlen buiten de vesting, op den top van een bergje, Maunganamu genoemd, op den regteroever van het meer gelegen."
13986,Dorthin mußten die Leichen geschafft werden.,Daarheen moesten de ligchamen worden gebragt.
13987,"Zwei sehr einfache Palankine, eigentlich nur als Tragbaren zu bezeichnen, wurden an den Hügel herangebracht und auf denselben die aneinander gebundenen Leichen mehr sitzend als liegend, ganz bekleidet, und in ihrer Stellung durch Lianenbänder gehalten, befestigt.","Twee zeer kunstelooze draagstoelen, of om het maar ronduit te zeggen, twee berries, werden aan den voet van het heuveltje neergezet. De zaamgevouwen lijken werden er veeleer in zittende dan liggende houding op geplaatst; hun kleeding werd met een band opgehouden."
13988,"Vier Krieger hoben sie auf, und der ganze Stamm, der seine Todtenlieder wieder anstimmte, folgte ihnen bis zur Grabstätte.","Vier krijgslieden tilden ze op hun schouders en de geheele stam volgde hen, onder het aanheffen van het lijklied, in optogt tot aan de begraafplaats."
13989,Die immer bewachten Gefangenen sahen den Zug die erste Umplankung des Pah verlassen; dann verschollen Gesänge und Ausrufe nach und nach.,"De gevangenen, die nog altijd bewaakt werden, zagen den stoet den eersten wal van de vesting verlaten; daarna werden het gezang en geschreeuw allengs onverstaanbaar."
13990,Ungefähr eine halbe Stunde blieb dieser Leichenconduct in der Tiefe des Thales außer ihrem Gesichtskreise.,Omstreeks een half uur bleef de lijkstoet uit hun gezigt in de diepten van het dal.
